ticker,value_score,company_name,mcap_billions
CELC,0.0,Celcuity Inc.,5.919309312
CELH,29.0,"Celsius Holdings, Inc.",9.058404352
CELU,29.5,Celularity Inc.,0.03547048
CELUW,12.5,Celularity Inc.,0.0
CELZ,25.0,"Creative Medical Technology Holdings, Inc.",0.00913077
CENN,42.0,Cenntro Inc.,0.005802247
CENT,17.0,Central Garden & Pet Company,2.427184896
CENTA,29.5,Central Garden & Pet Company,2.208817152
CENX,16.5,Century Aluminum Company,6.160144896
CEPF,25.0,"Cantor Equity Partners IV, Inc.",0.586930496
CEPI,0.0,REX Crypto Equity Premium Income ETF,0.0
CEPO,12.5,"Cantor Equity Partners I, Inc.",0.270554976
CEPS,12.5,"Cantor Equity Partners VI, Inc.",0.148584368
CEPT,12.5,"Cantor Equity Partners II, Inc.",0.341578592
CEPV,12.5,"Cantor Equity Partners V, Inc.",0.323622208
CERS,0.0,Cerus Corporation,0.39971728
CERT,25.0,"Certara, Inc.",0.989848064
CETX,29.5,"Cemtrex, Inc.",0.01229527
CETY,12.5,"Clean Energy Technologies, Inc.",0.009855763
CEVA,12.5,"CEVA, Inc.",0.650001856
CFA,0.0,VictoryShares US 500 Volatility Wtd ETF,0.0
CFBK,41.5,CFBK,0.0
CFFI,41.5,C&F Financial Corporation,0.250273424
CFFN,41.5,"Capitol Federal Financial, Inc.",1.013389312
CFO,0.0,VictoryShares US 500 Enhanced Volatility Wtd ETF,0.0
CG,29.0,The Carlyle Group Inc.,19.026491392
CGABL,0.0,The Carlyle Group Inc. 4.625% Subordinated Notes due 2061,0.0
CGBD,12.5,"Carlyle Secured Lending, Inc.",0.86171328
CGC,25.0,Canopy Growth Corporation,0.511951776
CGCT,12.5,Cartesian Growth Corporation III,0.355004992
CGCTU,12.5,Cartesian Growth Corporation III,0.0
CGCTW,12.5,Cartesian Growth Corporation III,0.0
CGEM,12.5,"Cullinan Therapeutics, Inc.",0.91152352
CGEN,25.0,Compugen Ltd.,0.267815792
CGNT,12.5,Cognyte Software Ltd.,0.728920192
CGNX,41.5,Cognex Corporation,9.269269504
CGO,66.5,Calamos Global Total Return Fund,0.125298
CGON,12.5,"CG Oncology, Inc.",6.2000768
CGTL,29.5,Creative Global Technology Holdings Limited,0.030355498
CGTX,12.5,"Cognition Therapeutics, Inc.",0.106331
CHA,42.0,Chagee Holdings Limited,1.929968512
CHAI,25.0,Core AI Holdings,0.021516218
CHAR,12.5,Charlton Aria Acquisition Corporation,0.116448296
CHARR,12.5,Charlton Aria Acquisition Corporation,0.0
CHARU,12.5,Charlton Aria Acquisition Corporation,0.0
CHCI,70.5,"Comstock Holding Companies, Inc.",0.191552704
CHCO,25.0,City Holding Company,1.825804416
CHDN,12.5,Churchill Downs Incorporated,6.426702848
CHEC,12.5,Chenghe Acquisition III Co.,0.17464688
CHECU,12.5,Chenghe Acquisition III Co.,0.0
CHECW,12.5,Chenghe Acquisition III Co.,0.0
CHEF,17.0,"The Chefs' Warehouse, Inc.",2.68398336
CHGX,0.0,Stance Sustainable Beta ETF,0.0
CHI,66.5,Calamos Convertible Opportunities and Income Fund,0.93960672
